GO No.,GO Date,GO Description,Issued by,Gazette Week Date,Pg No
829/XX(2)/109/Suraksa/2002,2010-05-24,राज्‍य लोक सेवा आयोग हरिद्वार द्वारा संचालित राजकीय इन्‍टर कालेजों में प्रवक्‍ता पदों पर चयन हेतु स्‍क्रीनिंग परीक्षा,Anup wadhawan(PRINCIPAL SECRETARY),2010-06-12,164
617/Ayuktkar/form Section/2010,2010-05-11,वाणिज्‍यकर विभाग की निम्‍नलिखित सूची में  उल्लिखित आयात घोषणापत्र जिनके खो जाने चोरी हो जाने पर अवैध घोषित,V.K.Saxena (Commissioner Tax Officer),2010-06-12,111
467/XXVIII-4-2010-88/2003,2010-05-25,उत्‍तराखण्‍ड आयुर्वेदिक एवं यूनानी सेवा संवर्ग के अर्न्‍तगत प्राचार्य अपर निदेशक  डा0पूजा भारद्वाज को पदोन्‍नत की स्‍वीकृति,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-12,165
829/XX(2)/109/Suraksa/2002,2010-05-24,à¤°à¤¾à¤œà¥�â€�à¤¯ à¤²à¥‹à¤• à¤¸à¥‡à¤µà¤¾ à¤†à¤¯à¥‹à¤— à¤¹à¤°à¤¿à¤¦à¥�à¤µà¤¾à¤° à¤¦à¥�à¤µà¤¾à¤°à¤¾ à¤¸à¤‚à¤šà¤¾à¤²à¤¿à¤¤ à¤°à¤¾à¤œà¤•à¥€à¤¯ à¤‡à¤¨à¥�â€�à¤Ÿà¤° à¤•à¤¾à¤²à¥‡à¤œà¥‹à¤‚ à¤®à¥‡à¤‚ à¤ªà¥�à¤°à¤µà¤•à¥�â€�à¤¤à¤¾ à¤ªà¤¦à¥‹à¤‚ à¤ªà¤° à¤šà¤¯à¤¨ à¤¹à¥‡à¤¤à¥� à¤¸à¥�â€�à¤•à¥�à¤°à¥€à¤¨à¤¿à¤‚à¤— à¤ªà¤°à¥€à¤•à¥�à¤·à¤¾,Anup wadhawan(PRINCIPAL SECRETARY),2010-06-12,164
829/XX(2)/109/Suraksa/2002,2010-05-24,राज्‍य लोक सेवा आयोग हरिद्वार द्वारा संचालित राजकीय इन्‍टर कालेजों में प्रवक्‍ता पदों पर चयन हेतु स्‍क्रीनिंग परीक्षा,Anup wadhawan(PRINCIPAL SECRETARY),2010-06-12,164
466/2010/11(110)/XXVII(8)/10,2010-05-19,वाण्ज्यिकर वि भाग  उत्‍तराखण्‍ड में कार्यरत सयुंक्‍त आयुक्‍त स्‍तर के अधिकारियों का स्‍थानान्‍तरण,Alok Kumar Jain(PRINCIPAL SECRETARY),2010-06-12,163
409/XXXI(13)/G/2010-38/07,2010-05-18,न्‍यायमूर्ति (सेनि0) श्री आर0ए0शर्मा को एकल सदस्‍यीय जांच आयोग का अध्‍यक्ष नियुक्‍त किया गया था,N.S.Napalchyal(Chief Secretary),2010-06-12,162
211/XX(1)/272/PPS/2004,2010-06-01,पदोन्‍नत श्री विज्ञान चन्‍द्र मंमगाई निरीक्षक (एम)अनुभाग अधिकारी पुलिस मुख्‍यालय,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,à¤ªà¤¦à¥‹à¤¨à¥�â€�à¤¨à¤¤ à¤¶à¥�à¤°à¥€ à¤µà¤¿à¤œà¥�à¤žà¤¾à¤¨ à¤šà¤¨à¥�â€�à¤¦à¥�à¤° à¤®à¤‚à¤®à¤—à¤¾à¤ˆ à¤¨à¤¿à¤°à¥€à¤•à¥�à¤·à¤• (à¤�à¤®)à¤…à¤¨à¥�à¤­à¤¾à¤— à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¥�à¤²à¤¿à¤¸ à¤®à¥�à¤–à¥�â€�à¤¯à¤¾à¤²à¤¯,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,à¤ªà¤¦à¥‹à¤¨à¥�â€�à¤¨à¤¤ à¤¶à¥�à¤°à¥€ à¤µà¤¿à¤œà¥�à¤žà¤¾à¤¨ à¤šà¤¨à¥�â€�à¤¦à¥�à¤° à¤®à¤‚à¤®à¤—à¤¾à¤ˆ à¤¨à¤¿à¤°à¥€à¤•à¥�à¤·à¤• (à¤�à¤®)à¤…à¤¨à¥�à¤­à¤¾à¤— à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¥�à¤²à¤¿à¤¸ à¤®à¥�à¤–à¥�â€�à¤¯à¤¾à¤²à¤¯,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,पदोन्‍नत श्री विज्ञान चन्‍द्र मंमगाई निरीक्षक (एम)अनुभाग अधिकारी पुलिस मुख्‍यालय,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,à¤ªà¤¦à¥‹à¤¨à¥�â€�à¤¨à¤¤ à¤¶à¥�à¤°à¥€ à¤µà¤¿à¤œà¥�à¤žà¤¾à¤¨ à¤šà¤¨à¥�â€�à¤¦à¥�à¤° à¤®à¤‚à¤®à¤—à¤¾à¤ˆ à¤¨à¤¿à¤°à¥€à¤•à¥�à¤·à¤• (à¤�à¤®)à¤…à¤¨à¥�à¤­à¤¾à¤— à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¥�à¤²à¤¿à¤¸ à¤®à¥�à¤–à¥�â€�à¤¯à¤¾à¤²à¤¯,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
321/XXVII(9)/2010-Stamp-05/10,2010-05-18,उप जिला विकासनगर की सीमाओं में परिवर्तन करके उप जिला विकासनगर द्वितीय बनाते है,L.M.Pant(Secretary),2010-06-19,169
744/XXVIII-2-2010-158/2009,2010-06-08,पी0एम0एच0एस संवर्ग के अर्न्‍तगत निम्‍नलिखित चिकितसाधिकारियों की पदोन्‍नति के सम्‍बन्‍ध में,Dr.Umakant Panwar(Secretary),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,à¤ªà¤¦à¥‹à¤¨à¥�â€�à¤¨à¤¤ à¤¶à¥�à¤°à¥€ à¤µà¤¿à¤œà¥�à¤žà¤¾à¤¨ à¤šà¤¨à¥�â€�à¤¦à¥�à¤° à¤®à¤‚à¤®à¤—à¤¾à¤ˆ à¤¨à¤¿à¤°à¥€à¤•à¥�à¤·à¤• (à¤�à¤®)à¤…à¤¨à¥�à¤­à¤¾à¤— à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¥�à¤²à¤¿à¤¸ à¤®à¥�à¤–à¥�â€�à¤¯à¤¾à¤²à¤¯,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
744/XXVIII-2-2010-158/2009,2010-06-08,पी0एम0एच0एस संवर्ग के अर्न्‍तगत निम्‍नलिखित चिकितसाधिकारियों की पदोन्‍नति के सम्‍बन्‍ध में,Dr.Umakant Panwar(Secretary),2010-06-19,168
277/UHC/XIV/33/Admin.A,2010-06-03,Shri D.P.Gairola DSG Pithoragarh is hereby Sanction earned Leave,Prashant Joshi(Ragistrar -Inspection),2010-06-19,115
278/XIV-a-41/Admin/2008,2010-06-03,Ms.kahkasha khan ADJ FTC Usnagar is hereby sanction Leave,Prashant Joshi(Ragistrar -Inspection),2010-06-19,115
211/XX(1)/272/PPS/2004,2010-06-01,à¤ªà¤¦à¥‹à¤¨à¥�â€�à¤¨à¤¤ à¤¶à¥�à¤°à¥€ à¤µà¤¿à¤œà¥�à¤žà¤¾à¤¨ à¤šà¤¨à¥�â€�à¤¦à¥�à¤° à¤®à¤‚à¤®à¤—à¤¾à¤ˆ à¤¨à¤¿à¤°à¥€à¤•à¥�à¤·à¤• (à¤�à¤®)à¤…à¤¨à¥�à¤­à¤¾à¤— à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¥�à¤²à¤¿à¤¸ à¤®à¥�à¤–à¥�â€�à¤¯à¤¾à¤²à¤¯,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
1379/VII-1-10/95/2003,2010-06-08,प्रोन्‍नत श्री दीपेन्‍द्र सिंह चन्‍द् भूतत्‍व एवं खनिकर्म इकाई उद्योग निदेशालय देहरादून,P.C.Sharma(PRINCIPAL SECRETARY),2010-06-19,168
211/XX(1)/272/PPS/2004,2010-06-01,पदोन्‍नत श्री विज्ञान चन्‍द्र मंमगाई निरीक्षक (एम)अनुभाग अधिकारी पुलिस मुख्‍यालय,Rajeev Gupta(PRINCIPAL SECRETARY),2010-06-19,168
321/XXVII(9)/2010-Stamp-05/10,2010-05-18,उप जिला विकासनगर की सीमाओं में परिवर्तन करके उप जिला विकासनगर द्वितीय बनाते है,L.M.Pant(Secretary),2010-06-19,169
277/UHC/XIV/33/Admin.A,2010-06-03,Shri D.P.Gairola DSG Pithoragarh is hereby Sanction earned Leave,Prashant Joshi(Ragistrar -Inspection),2010-06-19,115
278/XIV-a-41/Admin/2008,2010-06-03,Ms.kahkasha khan ADJ FTC Usnagar is hereby sanction Leave,Prashant Joshi(Ragistrar -Inspection),2010-06-19,115
F-9(4)/RG/URC/2010/383,2010-05-14,उत्‍तराखण्‍ड विद्युत नियामक आयोग विनिमय 2007 को संशोधित करने के लिए विनिमय,Pankaj Prakash(Secretary),2010-06-26,117
731/XXX-1-10-23(22)/2003,2010-05-17,Write petition No.780-MB/2003 Mamta Bisht Vs State dt.26-10-2005,D.K.Kotiya(PRINCIPAL SECRETARY),2010-06-26,178
731/XXX-1-10-23(22)/2003,2010-05-17,Write petition No.780-MB/2003 Mamta Bisht Vs State dt.26-10-2005,D.K.Kotiya(PRINCIPAL SECRETARY),2010-06-26,178
731/XXX-1-10-23(22)/2003,2010-05-17,Write petition No.780-MB/2003 Mamta Bisht Vs State dt.26-10-2005,D.K.Kotiya(PRINCIPAL SECRETARY),2010-06-26,178
512/XXVIII-3-2010-76/2010,2010-06-09,श्री धर्मसिंह औषधि अनुज्ञापन प्राधिकारी  विक्रय को अग्रिम आदेशों तक उत्‍तराखण्‍ड राज्‍य के लिए औषधि अनुज्ञापन प्राधिकारी  नियुक्‍त करते है,Umakant Panwar(Secretary),2010-07-03,186
946/XV-1/2(5)/10,2010-04-16,निम्‍नलिखित सयुंक्‍त निदेशक/उप निदेशक पशुपालन वि भाग  को अपर निदेशक के पद पर पदोन्‍नत की स्‍वीकृति,Vinod Fonia(Secretary),2010-07-03,183
281/XIV-a-45/Admin/2008,2010-06-05,Shri Malik Mazhar Sultan ADJ-FTC Dehraudn is hereby sanctioned Medical Leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
282/UHC/XIV/64/admin/2010,2010-06-09,Smt.Sujata singh CJ(SD) Pithoragarh is hereby sanction Earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
401/XIII-II/61(2)/2010,2010-05-31,गोबिन्‍द बल्‍लभ पन्‍त कृषि एंव प्रौ0विश्‍वविद्यालय पन्‍तनगर की प्रबन्‍ध परि षद हेतु निम्‍नवत नाम निर्दिष्‍ट,Dr.Ranbir Singh(Secretary),2010-07-03,185
512/XXVIII-3-2010-76/2010,2010-06-09,श्री धर्मसिंह औषधि अनुज्ञापन प्राधिकारी  विक्रय को अग्रिम आदेशों तक उत्‍तराखण्‍ड राज्‍य के लिए औषधि अनुज्ञापन प्राधिकारी  नियुक्‍त करते है,Umakant Panwar(Secretary),2010-07-03,186
281/XIV-a-45/Admin/2008,2010-06-05,Shri Malik Mazhar Sultan ADJ-FTC Dehraudn is hereby sanctioned Medical Leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
282/UHC/XIV/64/admin/2010,2010-06-09,Smt.Sujata singh CJ(SD) Pithoragarh is hereby sanction Earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
512/XXVIII-3-2010-76/2010,2010-06-09,श्री धर्मसिंह औषधि अनुज्ञापन प्राधिकारी  विक्रय को अग्रिम आदेशों तक उत्‍तराखण्‍ड राज्‍य के लिए औषधि अनुज्ञापन प्राधिकारी  नियुक्‍त करते है,Umakant Panwar(Secretary),2010-07-03,186
946/XV-1/2(5)/10,2010-04-16,निम्‍नलिखित सयुंक्‍त निदेशक/उप निदेशक पशुपालन वि भाग  को अपर निदेशक के पद पर पदोन्‍नत की स्‍वीकृति,Vinod Fonia(Secretary),2010-07-03,183
946/XV-1/2(5)/10,2010-04-16,निम्‍नलिखित सयुंक्‍त निदेशक/उप निदेशक पशुपालन वि भाग  को अपर निदेशक के पद पर पदोन्‍नत की स्‍वीकृति,Vinod Fonia(Secretary),2010-07-03,183
401/XIII-II/61(2)/2010,2010-05-31,गोबिन्‍द बल्‍लभ पन्‍त कृषि एंव प्रौ0विश्‍वविद्यालय पन्‍तनगर की प्रबन्‍ध परि षद हेतु निम्‍नवत नाम निर्दिष्‍ट,Dr.Ranbir Singh(Secretary),2010-07-03,185
1288/ii-2010-01(162)/2003,2010-06-07,कनिष्‍ठ अभियन्‍ता(यांत्रिक) से सहायक अभियन्‍ता (यांत्रिक) के पदों पर प्रोन्‍नति की स्‍वीकृति,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-03,182
281/XIV-a-45/Admin/2008,2010-06-05,Shri Malik Mazhar Sultan ADJ-FTC Dehraudn is hereby sanctioned Medical Leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
282/UHC/XIV/64/admin/2010,2010-06-09,Smt.Sujata singh CJ(SD) Pithoragarh is hereby sanction Earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
281/XIV-a-45/Admin/2008,2010-06-05,Shri Malik Mazhar Sultan ADJ-FTC Dehraudn is hereby sanctioned Medical Leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
282/UHC/XIV/64/admin/2010,2010-06-09,Smt.Sujata singh CJ(SD) Pithoragarh is hereby sanction Earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-03,123
282/81/XX-1/10-43/2010,2010-06-23,à¤­à¥‚à¤®à¤¿ à¤…à¤°à¥�à¤œà¤¨ à¤…à¤§à¤¿à¤¨à¤¿à¤¯à¤® 1894 à¤§à¤¾à¤°à¤¾ 4 à¤•à¥€ à¤‰à¤ªà¤§à¤¾à¤°à¤¾-1 à¤¦à¥�à¤µà¤¾à¤°à¤¾ à¤¦à¥‡à¤¹à¤°à¤¾à¤¦à¥‚à¤¨ à¤®à¥‡à¤‚ à¤¸à¤¹à¤¾à¤¯à¤• à¤†à¤¸à¥‚à¤šà¤¨à¤¾ à¤¬à¥�â€�à¤¯à¥‚à¤°à¥‹ à¤•à¥‡ à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤�à¤µà¤‚ à¤†à¤µà¤¾à¤¸à¥€à¤¯ à¤ªà¤°à¤¿à¤¸à¤° à¤•à¥‡ à¤¨à¤¿à¤°à¥�à¤®à¤¾à¤£ à¤¹à¥‡à¤¤à¥� à¤†à¤µà¤¶à¥�â€�à¤¯à¤•à¤¤à¤¾,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
283/XIV/11/Admin/2008,2010-06-14,Sri Ritesh Kumar srivastava CJ(JD)Almora is hereby Sanctioned EL,Prashant Joshi(Ragistrar -Inspection),2010-07-10,125
283/XIV/11/Admin/2008,2010-06-14,Sri Ritesh Kumar srivastava CJ(JD)Almora is hereby Sanctioned EL,Prashant Joshi(Ragistrar -Inspection),2010-07-10,125
282/81/XX-1/10-43/2010,2010-06-23,भूमि अर्जन अधिनियम 1894 धारा 4 की उपधारा-1 द्वारा देहरादून में सहायक आसूचना ब्‍यूरो के कार्यालय एवं आवासीय परिसर के निर्माण हेतु आवश्‍यकता,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
282/81/XX-1/10-43/2010,2010-06-23,à¤­à¥‚à¤®à¤¿ à¤…à¤°à¥�à¤œà¤¨ à¤…à¤§à¤¿à¤¨à¤¿à¤¯à¤® 1894 à¤§à¤¾à¤°à¤¾ 4 à¤•à¥€ à¤‰à¤ªà¤§à¤¾à¤°à¤¾-1 à¤¦à¥�à¤µà¤¾à¤°à¤¾ à¤¦à¥‡à¤¹à¤°à¤¾à¤¦à¥‚à¤¨ à¤®à¥‡à¤‚ à¤¸à¤¹à¤¾à¤¯à¤• à¤†à¤¸à¥‚à¤šà¤¨à¤¾ à¤¬à¥�â€�à¤¯à¥‚à¤°à¥‹ à¤•à¥‡ à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤�à¤µà¤‚ à¤†à¤µà¤¾à¤¸à¥€à¤¯ à¤ªà¤°à¤¿à¤¸à¤° à¤•à¥‡ à¤¨à¤¿à¤°à¥�à¤®à¤¾à¤£ à¤¹à¥‡à¤¤à¥� à¤†à¤µà¤¶à¥�â€�à¤¯à¤•à¤¤à¤¾,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
282/81/XX-1/10-43/2010,2010-06-23,भूमि अर्जन अधिनियम 1894 धारा 4 की उपधारा-1 द्वारा देहरादून में सहायक आसूचना ब्‍यूरो के कार्यालय एवं आवासीय परिसर के निर्माण हेतु आवश्‍यकता,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
1110/II-2010-01(430)/2007,2010-06-24,सिंचाई विभाग के निम्‍नलिखित अधिशासी अभियन्‍ता(सिविल)को पदोन्‍नत की स्‍वीकृति,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,189
283/XIV/11/Admin/2008,2010-06-14,Sri Ritesh Kumar srivastava CJ(JD)Almora is hereby Sanctioned EL,Prashant Joshi(Ragistrar -Inspection),2010-07-10,125
282/81/XX-1/10-43/2010,2010-06-23,à¤­à¥‚à¤®à¤¿ à¤…à¤°à¥�à¤œà¤¨ à¤…à¤§à¤¿à¤¨à¤¿à¤¯à¤® 1894 à¤§à¤¾à¤°à¤¾ 4 à¤•à¥€ à¤‰à¤ªà¤§à¤¾à¤°à¤¾-1 à¤¦à¥�à¤µà¤¾à¤°à¤¾ à¤¦à¥‡à¤¹à¤°à¤¾à¤¦à¥‚à¤¨ à¤®à¥‡à¤‚ à¤¸à¤¹à¤¾à¤¯à¤• à¤†à¤¸à¥‚à¤šà¤¨à¤¾ à¤¬à¥�â€�à¤¯à¥‚à¤°à¥‹ à¤•à¥‡ à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤�à¤µà¤‚ à¤†à¤µà¤¾à¤¸à¥€à¤¯ à¤ªà¤°à¤¿à¤¸à¤° à¤•à¥‡ à¤¨à¤¿à¤°à¥�à¤®à¤¾à¤£ à¤¹à¥‡à¤¤à¥� à¤†à¤µà¤¶à¥�â€�à¤¯à¤•à¤¤à¤¾,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
283/XIV/11/Admin/2008,2010-06-14,Sri Ritesh Kumar srivastava CJ(JD)Almora is hereby Sanctioned EL,Prashant Joshi(Ragistrar -Inspection),2010-07-10,125
282/81/XX-1/10-43/2010,2010-06-23,à¤­à¥‚à¤®à¤¿ à¤…à¤°à¥�à¤œà¤¨ à¤…à¤§à¤¿à¤¨à¤¿à¤¯à¤® 1894 à¤§à¤¾à¤°à¤¾ 4 à¤•à¥€ à¤‰à¤ªà¤§à¤¾à¤°à¤¾-1 à¤¦à¥�à¤µà¤¾à¤°à¤¾ à¤¦à¥‡à¤¹à¤°à¤¾à¤¦à¥‚à¤¨ à¤®à¥‡à¤‚ à¤¸à¤¹à¤¾à¤¯à¤• à¤†à¤¸à¥‚à¤šà¤¨à¤¾ à¤¬à¥�â€�à¤¯à¥‚à¤°à¥‹ à¤•à¥‡ à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤�à¤µà¤‚ à¤†à¤µà¤¾à¤¸à¥€à¤¯ à¤ªà¤°à¤¿à¤¸à¤° à¤•à¥‡ à¤¨à¤¿à¤°à¥�à¤®à¤¾à¤£ à¤¹à¥‡à¤¤à¥� à¤†à¤µà¤¶à¥�â€�à¤¯à¤•à¤¤à¤¾,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-10,188
137/Panchyat Election/2010,2010-06-21,à¤œà¤¿à¤²à¤¾ à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤° à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¤‚à¤šà¤¾à¤¯à¤¤ à¤¨à¥ˆà¤¨à¥€à¤¤à¤¾à¤²- à¤—à¥�à¤°à¤¾à¤® à¤ªà¤‚à¤šà¤¾à¤¯à¤¤à¥‹à¤‚ à¤•à¥‡ à¤¸à¤¦à¤¸à¥�â€�à¤¯à¥‹à¤‚ à¤•à¥‡ à¤°à¤¿à¤•à¥�â€�à¤¤ à¤ªà¤¦à¥‹à¤‚ à¤ªà¤° à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨/à¤‰à¤ªà¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨,Dr. Pankaj Kumar Pandey(District Election Officer),2010-07-10,23
74/panchayat Election/2010,2010-06-21,à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤ªà¤‚à¤šà¤¾à¤¸à¥�â€�à¤¥à¤¾à¤¨à¤¿ à¤šà¥�à¤¨à¤¾à¤µ à¤…à¤²à¥�â€�à¤®à¥‹à¤‚à¤¡à¤¾- à¤—à¥�à¤°à¤¾à¤® à¤ªà¤šà¤¾à¤¯à¤¤à¥‹à¤‚ à¤•à¥‡ à¤°à¤¿à¤•à¥�â€�à¤¤ à¤ªà¤¦à¥‹à¤‚ à¤•à¥‡ à¤‰à¤ª à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨ 2010,District Magistrate Almora(District Magistrate),2010-07-10,29
137/Panchyat Election/2010,2010-06-21,à¤œà¤¿à¤²à¤¾ à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤° à¤…à¤§à¤¿à¤•à¤¾à¤°à¥€ à¤ªà¤‚à¤šà¤¾à¤¯à¤¤ à¤¨à¥ˆà¤¨à¥€à¤¤à¤¾à¤²- à¤—à¥�à¤°à¤¾à¤® à¤ªà¤‚à¤šà¤¾à¤¯à¤¤à¥‹à¤‚ à¤•à¥‡ à¤¸à¤¦à¤¸à¥�â€�à¤¯à¥‹à¤‚ à¤•à¥‡ à¤°à¤¿à¤•à¥�â€�à¤¤ à¤ªà¤¦à¥‹à¤‚ à¤ªà¤° à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨/à¤‰à¤ªà¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨,Dr. Pankaj Kumar Pandey(District Election Officer),2010-07-10,23
74/panchayat Election/2010,2010-06-21,à¤•à¤¾à¤°à¥�à¤¯à¤¾à¤²à¤¯ à¤ªà¤‚à¤šà¤¾à¤¸à¥�â€�à¤¥à¤¾à¤¨à¤¿ à¤šà¥�à¤¨à¤¾à¤µ à¤…à¤²à¥�â€�à¤®à¥‹à¤‚à¤¡à¤¾- à¤—à¥�à¤°à¤¾à¤® à¤ªà¤šà¤¾à¤¯à¤¤à¥‹à¤‚ à¤•à¥‡ à¤°à¤¿à¤•à¥�â€�à¤¤ à¤ªà¤¦à¥‹à¤‚ à¤•à¥‡ à¤‰à¤ª à¤¨à¤¿à¤°à¥�à¤µà¤¾à¤šà¤¨ 2010,District Magistrate Almora(District Magistrate),2010-07-10,29
246/VIII/06-Labour/2010,2010-04-12,Governor is pleased to constitute Vigilance Committee,Ajay Singh Nabiyal(Secretary),2010-07-17,192
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
293/UHC/XIV/42/Admin,2010-07-07,Sri Kanta Prasad District Judge Uttarkashi is hereby sanction leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
292/UHC/XIV/Admin.A,2010-07-06,Sri Sayan Singh ADCJM-Haldwani is hereby sanction earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
293/UHC/XIV/42/Admin,2010-07-07,Sri Kanta Prasad District Judge Uttarkashi is hereby sanction leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
292/UHC/XIV/Admin.A,2010-07-06,Sri Sayan Singh ADCJM-Haldwani is hereby sanction earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
293/UHC/XIV/42/Admin,2010-07-07,Sri Kanta Prasad District Judge Uttarkashi is hereby sanction leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
292/UHC/XIV/Admin.A,2010-07-06,Sri Sayan Singh ADCJM-Haldwani is hereby sanction earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
293/UHC/XIV/42/Admin,2010-07-07,Sri Kanta Prasad District Judge Uttarkashi is hereby sanction leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
292/UHC/XIV/Admin.A,2010-07-06,Sri Sayan Singh ADCJM-Haldwani is hereby sanction earned leave,Prashant Joshi(Ragistrar -Inspection),2010-07-24,129
1041/XX(2)/04/NSA/2003,2010-07-06,Uttarakhand is pleased to empower all the District mgistrates in the State to exercise the power conferred by sub-section(2)period of three months,Rajeev Gupta(PRINCIPAL SECRETARY),2010-07-24,208
2605/Tax-Section/2010,2010-05-29,नगर पंचायत कालाडूगी की सीमा अर्न्‍तगत विनियमन हेतु उपविधियां,Deep Chandra Sati- President Nagar Panchayat Kalad(Director),2010-07-24,105
2605/Tax-Section/2010,2010-05-29,नगर पंचायत कालाडूगी की सीमा अर्न्‍तगत विनियमन हेतु उपविधियां,Deep Chandra Sati- President Nagar Panchayat Kalad(Director),2010-07-24,105
295/UHC/Admin/2010,2010-07-07,Sri Vivek Bharti Sharma ADSJ-FTC Haldwani is transfer and posted ADSJ-FTC Nainital,Prashant Joshi(Ragistrar -Inspection),2010-07-31,131
295/UHC/Admin/2010,2010-07-07,Sri Vivek Bharti Sharma ADSJ-FTC Haldwani is transfer and posted ADSJ-FTC Nainital,Prashant Joshi(Ragistrar -Inspection),2010-07-31,131
784/XVII-3/10-36/2002,2010-06-22,Waqf Act 1995(Act no 43 of 1943) Governor to nominate,S.K.Muttoo(PRINCIPAL SECRETARY),2010-07-31,210
652/उ0विनिआ/2010,2010-06-30,विद्युत सलाहकार समिति के गठन सलाहकार समिति में सदस्‍य निम्‍नानुसार,Pankaj Prakash(Secretary),2010-07-31,135
295/UHC/Admin/2010,2010-07-07,Sri Vivek Bharti Sharma ADSJ-FTC Haldwani is transfer and posted ADSJ-FTC Nainital,Prashant Joshi(Ragistrar -Inspection),2010-07-31,131
295/UHC/Admin/2010,2010-07-07,Sri Vivek Bharti Sharma ADSJ-FTC Haldwani is transfer and posted ADSJ-FTC Nainital,Prashant Joshi(Ragistrar -Inspection),2010-07-31,131
